id,name,type,space,full,empty,bike_yb1,bike_yb2,bike_eyb,city,area,lat,lng,place_id,address,is_open,updated_at
500206035,金城裕民路口(中正國中),2,49,2,47,0,2,0,新北市,土城區,24.98288,121.45619,,金城路二段218號對面(西北側),1,1704365537
500206037,員林社區公園,2,45,14,31,0,14,0,新北市,土城區,24.97784,121.44328,,員林街16號對面(北側),1,1704365537
500205010,海洋公園,2,19,2,17,0,2,0,新北市,三峽區,24.94776,121.37676,,大義路277號,1,1704365537
500229057,福美公園,2,33,17,16,0,17,0,新北市,新莊區,25.05503,121.46106,,福美街/福美街62巷口(東北側),1,1704365537
500220003,義學國小,2,20,9,11,0,9,0,新北市,泰山區,25.05176,121.43167,,民生路33號對面人行道,1,1704365537
500220010,義仁市民活動中心,2,16,12,4,0,12,0,新北市,泰山區,25.05048,121.42767,,明志路二段177號,1,1704365537
500220011,捷運泰山貴和站,2,20,11,9,0,11,0,新北市,泰山區,25.03319,121.42222,,新北大道六段462號(對面),1,1704365537
500220013,明志國小,2,9,0,9,0,0,0,新北市,泰山區,25.04573,121.42627,,明志路二段340號(對面),2,1704365537
500220006,貴和市民活動中心,2,16,11,5,0,11,0,新北市,泰山區,25.035,121.422,,明志路三段353號旁公園,1,1704365537
500220012,明志科技大學,2,35,9,26,0,9,0,新北市,泰山區,25.04043,121.42255,,工專路84號(對面),1,1704365537
500107070,捷運行政大樓,2,14,4,10,0,4,0,台北市,中山區,25.05575,121.52168,,中山北路二段48巷7號前,1,1704365537
500107076,錦州吉林路口,2,20,6,14,0,6,0,台北市,中山區,25.06028,121.52991,,錦州街174號前,1,1704365537
500106074,王貫英先生紀念圖書館,2,15,15,0,0,15,0,台北市,中正區,25.02266,121.52362,,汀州路二段265號,1,1704365537
500103038,國順公園,2,20,12,8,0,12,0,台北市,大同區,25.06594,121.51078,,昌吉街117號前,1,1704365537
500229054,臺北醫院,2,17,1,16,0,1,0,新北市,新莊區,25.04358,121.45978,,思源路133號前,1,1704365537
2387,中壢藝術館,1,42,32,9,32,0,0,桃園市,中壢區,24.958227,121.227002,,中美路31號對面人行道,1,1704365482
2388,桃園市立圖書館蘆竹分館,1,20,13,7,13,0,0,桃園市,蘆竹區,25.053476,121.29702,,福祿五街4號對面人行道,1,1704365503
500234013,尖山公園,2,24,21,3,0,21,0,新北市,鶯歌區,24.9482,121.346,,鶯歌區尖山路161號對面,1,1704365537
500234016,國中二甲路口,2,16,3,13,0,3,0,新北市,鶯歌區,24.9395,121.339,,國中街175號(前),1,1704365537
500229024,捷運新莊站(1號出口),2,46,1,45,0,1,0,新北市,新莊區,25.03641,121.45204,,中華路一段/中正路(西北側),1,1704365537
500229029,豐年國小,2,24,7,17,0,7,0,新北市,新莊區,25.0307,121.44324,,瓊泰路161號對面人行道,1,1704365537
500206036,中華中央路一段242巷口,2,41,11,17,0,11,0,新北市,土城區,24.98551,121.44348,,中華路一段185號前(東側),1,1704365537
500234014,永昌里兒一公園,2,16,5,11,0,5,0,新北市,鶯歌區,24.9567,121.34,,鶯桃路182巷96弄36-38號對側,1,1704365537
500234015,南雅育智路口,2,18,8,10,0,8,0,新北市,鶯歌區,24.954,121.346,,南雅路491號(對面),1,1704365537
500229028,新莊田徑場,2,24,10,14,0,10,0,新北市,新莊區,25.04341,121.45259,,復興路一段209號(對面),1,1704365537
500229061,新泰游泳池,2,23,14,9,0,14,0,新北市,新莊區,25.04616,121.44228,,中環路二段/新泰路502巷口(西南側),1,1704365537
500231022,中山八德街口,2,16,8,8,0,8,0,新北市,樹林區,24.98511,121.41761,,中山路二段10號對側,1,1704365537
500227050,央北社會住宅,2,48,22,26,0,22,0,新北市,新店區,24.98263,121.52643,,央北二路十四張口(西南側人行道),1,1704365537
500206038,延和社區公園,2,40,21,19,0,21,0,新北市,土城區,24.99018,121.46882,,延和路180號旁(西側),1,1704365537
500206040,立德青雲路口,2,29,8,21,0,8,0,新北市,土城區,24.9883,121.46102,,立德路2號對面(北側),1,1704365537
500206041,廣福派出所,2,21,3,18,0,3,0,新北市,土城區,24.98816,121.45655,,學府路一段76號前(南側),1,1704365537
500105052,國立政治大學(萬壽路),2,54,26,28,0,26,0,台北市,文山區,24.98841,121.57649,,萬壽路16巷6號(前),1,1704365537
500112074,安強公園,2,20,9,11,0,9,0,台北市,信義區,25.03693,121.57535,,虎林街222巷55號,1,1704365537
500107072,吉林路123巷口,2,13,10,3,0,10,0,台北市,中山區,25.05731,121.53021,,吉林路125號前,1,1704365537
500107073,松江市場,2,15,0,15,0,0,0,台北市,中山區,25.06001,121.53227,,民生東路二段127巷與吉林路199巷口,0,1704365537
500107074,中原民生路口,2,15,2,13,0,2,0,台北市,中山區,25.05808,121.52887,,民生東路二段33號旁,1,1704365537
500612018,清海國中,2,15,0,15,0,0,0,台中市,清水區,24.27648,120.55441,,中央路/平等路口(西南側),1,1704365537
500612021,海巡署中部分署,2,12,2,10,0,2,0,台中市,清水區,24.27581,120.54225,,中社路900號,1,1704365537
500610049,新仁里活動中心,2,13,0,0,0,0,0,台中市,大里區,24.108,120.70547,,立新街71號,2,1704365537
500607080,大墩十一大通街口,2,14,3,11,0,3,0,台中市,南屯區,24.148685,120.641758,,大墩十一街/大通街口(東南側),1,1704365537
500612015,牛罵頭遺址,2,13,11,1,0,11,0,台中市,清水區,24.26796,120.58057,,鰲海路/吳厝路口(西南側),1,1704365537
500612016,鰲峰山公園,2,16,6,10,0,6,0,台中市,清水區,24.27362,120.58488,,鰲海路100號(對側停車場),1,1704365537
500612017,清水區公所,2,15,6,9,0,6,0,台中市,清水區,24.26848,120.55998,,鎮政路/鎮政路55巷口(西側),1,1704365537
500623023,綠空廊道(人和路),2,15,1,14,0,1,0,台中市,潭子區,24.22042,120.70668,,人和路/中山路三段口(東北側),1,1704365537
500608115,同榮公園,2,19,6,13,0,6,0,台中市,北屯區,24.19746,120.66303,,同榮路318巷16號(對側人行道),1,1704365537
500604016,文心南建國南路口,2,24,5,19,0,5,0,台中市,南區,24.120506,120.65034,,文心南路/建國南路一段口(東北側),1,1704365537
500604017,西川一建國北路口,2,15,9,6,0,8,1,台中市,南區,24.125,120.65754,,西川一路/建國北路口(東北側),1,1704365537
500229048,興化公園,2,44,11,33,0,11,0,新北市,新莊區,25.06523,121.46112,,五工二路50巷2號(對面),1,1704365537
500229058,頭前運動公園,2,32,14,18,0,14,0,新北市,新莊區,25.05165,121.46211,,頭成街/思源路370巷口(東北側),1,1704365537
